n, iterator-time, recursive-time
29953,35546,100174
29954,35432,120108
29955,35511,297688
29956,33884,115718
29957,33608,129987
29958,33568,95816
29959,47453,122805
29960,35589,213716
29961,35694,383619
29962,35702,151604
29963,45213,240096
29964,35549,116611
29965,44444,120337
29966,35509,102605
29967,36873,102755
29968,35427,123968
29969,35445,105207
29970,35438,103941
29971,35512,415989
29972,37756,99138
29973,37612,97590
29974,37607,96835
29975,37647,127514
29976,37606,106223
29977,50581,90821
29978,45094,103934
29979,35446,107284
29980,35442,116409
29981,35437,157766
29982,35482,254167
29983,35728,252890
29984,35977,943033
29985,45526,534411
29986,35932,245388
29987,35826,285839
29988,36210,261483
29989,35802,281253
29990,35957,195146
29991,35447,177774
29992,35416,190317
29993,36524,389206
29994,35600,109560
29995,35493,107876
29996,35452,110193
29997,35470,105736
29998,35444,106122
29999,35481,113850
30000,35454,107885
30001,35464,113304
30002,35459,106124
30003,35445,105736
30004,35492,119725
30005,35588,105165
30006,35463,141765
30007,44542,104221
30008,35489,102278
30009,35497,165716
30010,35651,202074
30011,33790,96665
30012,33555,97326
30013,33597,1034507
30014,45971,160114
30015,1082062,117485
30016,44669,110081
30017,35713,102813
30018,35544,103036
30019,35514,104030
30020,35568,103440
30021,35566,333539
30022,35699,107708
30023,35587,125698
30024,36399,132112
30025,38215,371106
30026,35705,191320
30027,35532,107299
30028,35508,138593
30029,35764,187901
30030,35655,242882
30031,35529,143075
30032,42165,172166
30033,38754,103984
30034,35517,94568
30035,35456,95635
30036,35458,101679
30037,35469,98776
30038,35472,103542
30039,35460,94899
30040,35463,99765
30041,35519,95212
30042,35475,101205
30043,35473,96204
30044,35517,95460
30045,35468,94693
30046,35468,95313
30047,35472,95516
30048,35477,104792
30049,35481,202732
30050,35481,212132
30051,35726,185495
30052,35523,204766
30053,35684,175920
30054,35539,256264
30055,35676,241581
30056,35689,167033
30057,35729,347221
30058,36364,541631
30059,355462,539844
30060,36413,1209419
30061,64438,304973
30062,33875,138738
30063,33600,93956
30064,33570,92095
30065,164139,105927
30066,35757,98975
30067,35655,126362
30068,69882,119910
30069,37445,99977
30070,35576,99346
30071,35589,99209
30072,35564,98931
30073,35567,124460
30074,70861,95341
30075,33628,94732
30076,33620,93996
30077,76622,181453
30078,44737,125854
30079,35909,250517
30080,33836,98256
30081,42089,2009146
30082,42441,98148
30083,33700,97822
30084,33699,95626
30085,33606,94573
30086,33690,94988
30087,33599,94691
30088,34037,95030
30089,33807,94599
30090,34339,96393
30091,33659,94640
30092,33621,94005
30093,33701,94914
30094,33918,95163
30095,33621,96314
30096,33607,94607
30097,33609,94286
30098,33621,98467
30099,33612,113883
30100,35612,107191
30101,35586,205093
30102,35580,105963
30103,35689,104547
30104,35650,108719
30105,35619,105815
30106,35610,159065
30107,36139,113441
30108,35673,534072
30109,37889,110454
30110,37782,124079
30111,38020,122936
30112,37935,141680
30113,61970,267556
30114,35822,123555
30115,35781,135393
30116,59075,105963
30117,39003,117130
30118,35693,111662
30119,35708,97629
30120,35729,297078
30121,35693,225364
30122,35781,827355
30123,36713,843338
30124,37007,404418
30125,36623,358908
30126,36569,372534
30127,35794,500021
30128,36595,314791
30129,36388,256240
30130,35908,215206
30131,78648,113239
30132,35836,108730
30133,35755,139702
30134,43762,397191
30135,308181,294960
30136,61489,121980
30137,33750,100533
30138,33717,168937
30139,33920,103412
30140,33779,103673
30141,33730,137525
30142,181591,130174
30143,4770735,327202
30144,36244,303711
30145,45190,239759
30146,45548,220423
30147,35827,165444
30148,35770,157962
30149,36331,191295
30150,44880,128893
30151,44714,105394
30152,35796,501022
30153,35985,160631
30154,44724,307153
30155,35958,108796
30156,44591,281837
30157,44866,169722
30158,44925,266570
30159,37600,3271027
30160,38221,790891
30161,36669,516355
30162,36401,360588
30163,73007,214179
30164,51103,108755
30165,72403,109777
30166,52647,198424
30167,35942,105435
30168,45237,171929
30169,79575,140865
30170,48812,256360
30171,121724,150226
30172,45131,104749
30173,35895,2779838
30174,47696,176695
30175,74478,632693
30176,44927,160165
30177,33801,116873
30178,129727,147777
30179,44100,211277
30180,42195,182086
30181,51731,142533
30182,458636,353840
30183,38465,335699
30184,62050,197383
30185,35782,108807
30186,35738,130659
30187,36122,119126
30188,35812,147005
30189,35927,177455
30190,35802,108226
30191,35697,114512
30192,44882,114977
30193,35742,109687
30194,35688,107390
30195,46669,102105
30196,44616,101405
30197,36914,95469
30198,35667,200256
30199,42515,263119
30200,150504,362506
30201,36667,287908
30202,45093,406112
30203,36079,554674
30204,36344,450867
30205,36088,504594
30206,36948,328388
30207,36461,541677
30208,36071,305826
30209,44950,103228
30210,36095,105342
30211,35870,145151
30212,44577,114724
30213,59623,145787
30214,35963,116738
30215,35766,134866
30216,45207,174057
30217,36004,214099
30218,461604,3577543
30219,36279,2183876
30220,146585,159093
30221,106211,250171
30222,125346,153271
30223,36067,337473
30224,63809,110030
30225,35810,107215
30226,35926,143766
30227,35981,143389
30228,35979,124125
30229,35912,145789
30230,36013,114600
30231,35844,113570
30232,35853,108608
30233,44773,107528
30234,35833,105785
30235,35777,3957608
30236,78914,597712
30237,37340,440295
30238,36473,613463
30239,36178,185542
30240,99828,480317
30241,36057,7684605
30242,36348,135792
30243,131655,139487
30244,35900,111012
30245,35993,152787
30246,36103,228520
30247,36079,129232
30248,35935,99424
30249,36005,118939
30250,36942,97598
30251,45831,190435
30252,44860,481117
30253,46122,306038
30254,179195,312610
30255,36247,236750
30256,77939,1905457
30257,70798,407417
30258,36433,259711
30259,36151,285727
30260,35837,162990
30261,35723,96083
30262,100966,258274
30263,35889,138008
30264,49921,118336
30265,72611,203120
30266,85377,179301
30267,35860,96276
30268,35764,105945
30269,35889,118838
30270,51174,375503
30271,133384,108627
30272,128741,173202
30273,115099,92014
30274,33814,97937
30275,34080,98139
30276,103107,93673
30277,33802,86917
30278,43203,113312
30279,34164,5729657
30280,36351,106845
30281,36018,205022
30282,35812,105350
30283,44759,950351
30284,121977,138543
30285,53555,127256
30286,35908,404661
30287,116022,122528
30288,35963,108647
30289,44919,101654
30290,51723,126591
30291,38063,124185
30292,38033,133270
30293,38137,116025
30294,59046,229514
30295,163428,278719
30296,210581,368861
30297,36126,481126
30298,35950,186407
30299,35780,224007
30300,36156,287436
30301,35825,275635
30302,36720,293302
30303,36217,256027
30304,36868,303615
30305,36913,279507
30306,36131,176943
30307,35777,166885
30308,35928,175061
30309,35778,176470
30310,35790,159251
30311,35834,98019
30312,35791,95615
30313,35794,95930
30314,46134,100150
30315,35820,95117
30316,35796,99938
30317,44401,112090
30318,171765,104908
30319,36169,107484
30320,36010,103149
30321,36012,103050
30322,36034,103116
30323,35901,101384
30324,37626,2989015
30325,36746,153749
30326,35914,288033
30327,36601,221108
30328,164745,119798
30329,35913,139072
30330,36230,233861
30331,35965,216527
30332,36005,239557
30333,36232,220994
30334,35986,184814
30335,36101,107919
30336,35933,107952
30337,35847,124847
30338,35872,136703
30339,35884,141292
30340,35911,148406
30341,35877,105506
30342,35869,107554
30343,35912,113164
30344,33974,94514
30345,33885,89673
30346,33963,90410
30347,33837,90529
30348,34091,96293
30349,82616,96979
30350,33885,99860
30351,34203,93667
30352,34315,89713
30353,34071,97624
30354,33930,90122
30355,33874,90361
30356,33851,89888
30357,33850,90318
30358,33849,89621
30359,33851,89939
30360,33852,90429
30361,33856,89604
30362,33858,90429
30363,33861,91035
30364,33864,90434
30365,35887,91378
30366,33862,89903
30367,33861,90016
30368,33861,90505
30369,33862,90065
30370,33861,90111
30371,33864,90544
30372,33866,90325
30373,33868,89865
30374,33872,90073
30375,33874,90668
30376,33877,124640
30377,33966,92588
30378,33915,209225
30379,81633,149750
30380,34261,91516
30381,50135,94184
30382,34134,108929
30383,33924,109723
30384,33937,110130
30385,34035,111908
30386,34121,99780
30387,34022,90768
30388,33933,89813
30389,33901,520571
30390,34059,108356
30391,100943,159946
30392,34044,131343
30393,196681,141049
30394,148320,132378
30395,68253,220529
30396,34210,305959
30397,44104,126819
30398,34031,111885
30399,33975,163085
30400,34290,96126
30401,42430,90441
30402,33902,90760
30403,33905,90551
30404,1350072,811702
30405,57720,124005
30406,36081,119959
30407,36063,124805
30408,37074,152144
30409,35950,1499441
30410,104581,184082
30411,37767,197487
30412,38713,106647
30413,49223,184788
30414,36091,257101
30415,45297,248654
30416,36172,188647
30417,36101,120502
30418,45043,109223
30419,36020,232134
30420,36826,112237
30421,36352,167911
30422,44678,98718
30423,35975,370175
30424,48230,99980
30425,38176,98455
30426,38167,98517
30427,38184,129018
30428,38170,107728
30429,51217,94603
30430,35923,92042
30431,35931,92142
30432,35923,92373
30433,35925,92238
30434,35924,92280
30435,35926,108217
30436,35944,183655
30437,35944,195251
30438,35938,239136
30439,35990,179161
30440,35940,154236
30441,36165,332855
30442,36977,260734
30443,35987,232866
30444,35963,260532
30445,35952,671343
30446,37398,399690
30447,36665,369606
30448,36449,254355
30449,36041,424741
30450,362591,276804
30451,36141,186240
30452,36156,104450
30453,68961,123203
30454,36055,95679
30455,35965,96498
30456,35990,122281
30457,36040,104945
30458,36136,102506
30459,36008,96097
30460,35987,96094
30461,36315,108246
30462,36191,95566
30463,35986,95923
30464,103895,165971
30465,36310,92391
30466,35998,108028
30467,33969,86927
30468,33983,87080
30469,33994,86648
30470,46399,2173760
30471,36847,112290
30472,36170,97641
30473,35972,97055
30474,36610,100645
30475,36031,95285
30476,35976,137442
30477,36020,222721
30478,36612,134370
30479,35981,161110
30480,35990,166123
30481,35993,160144
30482,35985,160741
30483,35984,151953
30484,35984,210865
30485,36087,176010
30486,36379,106360
30487,100253,96718
30488,36112,168930
30489,36150,159362
30490,36569,145203
30491,45280,121775
30492,45318,98786
30493,36015,95678
30494,36009,105332
30495,34000,91071
30496,34003,90341
30497,34007,90114
30498,34016,90615
30499,34011,90079
30500,34015,90313
30501,34015,90873
30502,34016,90974
30503,34015,90701
30504,34015,90362
30505,34015,90493
30506,34014,90733
30507,34014,90850
30508,34016,90820
30509,34019,90736
30510,34022,90878
30511,34024,90482
30512,34027,90075
30513,34030,90801
30514,34029,90667
30515,34029,90392
30516,34027,90972
30517,34028,111337
30518,34279,89951
30519,34033,90012
30520,34038,90199
30521,34037,90619
30522,34037,90886
30523,34036,91106
30524,34036,91137
30525,34039,90152
30526,34038,89884
30527,34048,90932
30528,34037,91040
30529,34040,90931
30530,34043,90698
30531,34045,286532
30532,50555,98875
30533,38329,117017
30534,38326,98475
30535,38302,133991
30536,48564,86956
30537,34054,87100
30538,34052,87026
30539,34049,87076
30540,34054,127733
30541,34218,110525
30542,34122,108242
30543,42402,204250
30544,34319,237477
30545,46914,122310
30546,42662,109307
30547,34097,108991
30548,34110,89299
30549,34062,87198
30550,34068,86994
30551,34071,86991
30552,34069,87330
30553,34068,86894
30554,34067,87350
30555,34071,87397
30556,34077,86960
30557,34075,87057
30558,34074,87258
30559,34072,87186
30560,34077,87321
30561,34083,88111
30562,34083,124097
30563,36188,148721
30564,36125,96282
30565,36104,108833
30566,34079,91078
30567,34084,90745
30568,34084,90925
30569,34104,90717
30570,34099,91548
30571,34104,115986
30572,1797402,235455
30573,47941,115203
30574,36315,107520
30575,36264,108329
30576,36335,118783
30577,36453,111512
30578,47419,158505
30579,36174,92500
30580,36108,225886
30581,45400,116055
30582,36305,203794
30583,36490,138919
30584,36186,1040427
30585,54668,108931
30586,38455,122746
30587,38437,99931
30588,38381,132981
30589,51398,113591
30590,36127,94176
30591,36132,119612
30592,36137,93246
30593,43018,109400
30594,36201,98418
30595,36138,99312
30596,36163,109286
30597,36273,166529
30598,36166,148471
30599,36174,161400
30600,36245,136803
30601,36145,253231
30602,36425,179292
30603,45293,144209
30604,36283,711521
30605,37201,366768
30606,36523,209271
30607,36179,209477
30608,36138,207601
30609,36132,177475
30610,36144,175581
30611,36172,202537
30612,36330,234860
30613,36361,157958
30614,36151,95583
30615,36149,96118
30616,36314,96901
30617,36161,105534
30618,47359,128487
30619,36277,736418
30620,36605,117813
30621,36384,118879
30622,36316,105898
30623,36288,104784
30624,36234,106209
30625,36342,102782
30626,36452,105562
30627,36240,104794
30628,36670,102883
30629,36389,104561
30630,36510,315183
30631,46182,245133
30632,36830,249752
30633,36758,5382845
30634,36852,117023
30635,45515,234901
30636,59837,330071
30637,37313,2954663
30638,220198,1861571
30639,39763,1748874
30640,37065,422473
30641,36901,475432
30642,76149,200216
30643,36636,107304
30644,45321,105850
30645,36362,155919
30646,36488,107341
30647,36504,108552
30648,36336,120348
30649,36338,102563
30650,36247,92660
30651,36204,92893
30652,36194,92717
30653,36197,97683
30654,45538,97973
30655,36194,96405
30656,36199,106904
30657,34185,90546
30658,34188,96297
30659,48643,97702
30660,59562,124945
30661,177131,116718
30662,34343,109357
30663,34243,110042
30664,34319,109091
30665,34466,132397
30666,34277,1115953
30667,34722,176788
30668,157477,114472
30669,62133,145062
30670,45629,136734
30671,45833,161586
30672,36580,102231
30673,36334,93000
30674,36225,92896
30675,36226,132861
30676,51934,131576
30677,36291,97075
30678,36231,444281
30679,36694,148115
30680,36868,131690
30681,37172,152132
30682,36669,153378
30683,38177,521822
30684,44882,134273
30685,57582,173467
30686,36462,189526
30687,36593,97986
30688,36362,120026
30689,36239,96846
30690,36238,96582
30691,36227,96769
30692,36232,120285
30693,36310,99045
30694,36243,98229
30695,36248,97898
30696,36242,99457
30697,36250,97994
30698,36251,98157
30699,36275,96959
30700,36259,96563
30701,36253,96791
30702,36248,98068
30703,36257,97212
30704,36264,96545
30705,36266,96796
30706,36260,124481
30707,36261,168776
30708,36275,240922
30709,36815,263781
30710,36776,291330
30711,45729,312532
30712,36430,231260
30713,36548,111210
30714,36287,277242
30715,36369,226731
30716,36327,224131
30717,36450,309142
30718,36499,621227
30719,46136,340500
30720,37063,210097
30721,36896,204147
30722,36856,199200
30723,36285,197766
30724,36511,138976
30725,36301,93388
30726,36277,92757
30727,36282,112073
30728,38588,98969
30729,38551,98887
30730,38581,98884
30731,38783,174337
30732,38563,99881
30733,57786,112446
30734,36311,117339
30735,36336,93232
30736,78850,181549
30737,148016,131700
30738,34399,126039
30739,34326,126999
30740,52184,108965
30741,34315,557420
30742,43569,104131
30743,34455,101418
30744,34380,101611
30745,34314,100663
30746,34456,102042
30747,99014,107029
30748,34390,107747
30749,34448,108334
30750,43000,453889
30751,36342,93227
30752,34319,91319
30753,34301,157659
30754,34468,193914
30755,34522,530898
30756,34752,100676
30757,54339,100281
30758,34426,96977
30759,34395,157114
30760,48604,119934
30761,36468,138136
30762,36413,148332
30763,36359,116135
30764,36533,116545
30765,36513,108832
30766,36449,96760
30767,36329,172306
30768,36502,127980
30769,36398,112861
30770,36515,124744
30771,36557,98049
30772,36340,140464
30773,36352,94261
30774,36343,99016
30775,36368,96136
30776,36329,93971
30777,36330,94723
30778,36334,95714
30779,36341,93252
30780,36346,93230
30781,36390,94241
30782,36347,93071
30783,36346,93291
30784,36343,93564
30785,36343,154872
30786,36891,556162
30787,36765,172971
30788,38620,177750
30789,38631,174328
30790,38628,142913
30791,36347,143544
30792,36360,158294
30793,36359,167740
30794,36403,292737
30795,37035,232405
30796,36934,226054
30797,36369,450941
30798,36938,299055
30799,95919,3053142
30800,80740,137127
30801,40008,135586
30802,40013,176657
30803,37915,122583
30804,36608,142753
30805,35667,116732
30806,43097,129150
30807,34399,109414
30808,34394,122625
30809,593375,108609
30810,34915,239570
30811,36674,111564
30812,36541,184949
30813,36791,184416
30814,45880,177850
30815,37544,182017
30816,54608,159354
30817,38907,133392
30818,38676,217858
30819,38927,515209
30820,36962,181167
30821,36673,121693
30822,36562,118236
30823,36607,400304
30824,46796,182681
30825,37039,173300
30826,36772,162633
30827,45002,113125
30828,36523,111217
30829,116758,118976
30830,34546,103843
30831,34523,104686
30832,34535,104489
30833,34524,104196
30834,34467,101267
30835,43164,102257
30836,34511,103743
30837,34594,103839
30838,34576,104218
30839,34512,102126
30840,34518,101871
30841,34549,104035
30842,34519,103273
30843,34538,1090658
30844,34819,661027
30845,34774,168331
30846,34648,258662
30847,34838,206232
30848,34668,98252
30849,34492,98550
30850,34626,167087
30851,34636,127171
30852,34634,104266
30853,34548,100127
30854,34517,100016
30855,34569,100783
30856,34493,99704
30857,34470,99869
30858,34472,101716
30859,34487,99564
30860,34513,99704
30861,34496,100085
30862,34544,115660
30863,34537,100027
30864,34548,99287
30865,34500,101436
30866,34579,100668
30867,34612,101501
30868,34605,183931
30869,43325,106053
30870,43143,100137
30871,35020,99051
30872,34587,99281
30873,34476,91837
30874,34426,91127
30875,34427,92006
30876,34427,91961
30877,34427,91419
30878,34427,92225
30879,34427,92721
30880,34428,91405
30881,34432,92222
30882,34430,91873
30883,34434,91567
30884,34433,92311
30885,34433,91425
30886,34437,92831
30887,34437,115956
30888,36800,120114
30889,49065,751468
30890,58531,1826990
30891,37135,108512
30892,36590,97980
30893,36475,97267
30894,36601,115240
30895,36728,559746
30896,34841,111316
30897,34625,109417
30898,34615,120651
30899,43307,111882
30900,43252,109181
30901,34549,110938
30902,36493,96595
30903,36648,98374
30904,36485,156274
30905,36481,102830
30906,36491,105112
30907,36764,113009
30908,36627,108750
30909,36859,99355
30910,36629,161855
30911,36698,100591
30912,36488,114303
30913,36500,102219
30914,36492,97653
30915,36677,97611
30916,36510,104473
30917,36494,98771
30918,36513,104920
30919,36769,110511
30920,36897,112312
30921,36613,115306
30922,761932,131133
30923,38967,128775
30924,36746,140284
30925,37063,170798
30926,36638,189313
30927,36872,218795
30928,36845,188699
30929,36824,172583
30930,36715,280336
30931,37981,210932
30932,37106,746712
30933,37296,573095
30934,37332,394747
30935,127314,247678
30936,36724,125981
30937,36523,128430
30938,36519,134406
30939,36535,121710
30940,36536,118595
30941,36531,103000
30942,36537,93679
30943,36536,93360
30944,36532,93691
30945,36531,93778
30946,36527,93732
30947,36530,93712
30948,36535,93791
30949,36541,94148
30950,40446,94133
30951,36551,93941
30952,36547,94145
30953,36554,93279
30954,36549,93625
30955,36547,127495
30956,46079,99513
30957,45697,96738
30958,47747,91730
30959,34533,92184
30960,34538,92163
30961,47956,100632
30962,36597,103320
30963,36648,94210
30964,36565,103264
30965,34543,1928857
30966,39390,147424
30967,38915,243578
30968,37211,565063
30969,44375,126269
30970,54155,131246
30971,38383,145438
30972,36800,118296
30973,36760,117238
30974,36657,216364
30975,36882,108582
30976,36735,106271
30977,36729,98645
30978,36632,114443
30979,36582,97192
30980,36718,99189
30981,36632,106172
30982,41562,116247
30983,37809,113836
30984,39106,124296
30985,37190,120185
30986,40799,131829
30987,36824,94522
30988,36613,93691
30989,48398,88429
30990,34556,136316
30991,34626,89012
30992,34562,88736
30993,34558,88619
30994,34560,88497
30995,34564,88431
30996,34567,88620
30997,34568,88637
30998,34565,88380
30999,34562,88372
31000,34562,88665
31001,34565,88491
31002,34571,88472
31003,34576,88501
31004,34575,88623
31005,34573,88657
31006,34572,88377
31007,34570,88497
31008,34573,88974
31009,34577,88675
31010,34581,88625
31011,34583,88405
31012,34583,88452
31013,34582,88281
31014,34580,88692
31015,34580,88654
31016,34583,159962
31017,34666,111509
31018,34649,110289
31019,34887,99715
31020,79309,114702
31021,34920,97724
31022,34853,99602
31023,34661,91990
31024,34595,92715
31025,34596,100533
31026,34656,88390
31027,34601,88546
31028,34598,88170
31029,34595,88323
31030,34594,88782
31031,34599,88488
31032,34603,88565
31033,34608,497222
31034,34746,92116
31035,43278,92403
31036,34614,92295
31037,34611,91639
31038,34611,93060
31039,34613,92028
31040,34614,92354
31041,34617,92407
31042,34618,92060
31043,34620,92241
31044,34623,92252
31045,34624,93260
31046,34623,93038
31047,34723,97872
31048,34742,88928
31049,34628,88730
31050,34630,88360
31051,34627,88464
31052,34624,88694
31053,34622,168375
31054,34702,91935
31055,34632,92937
31056,34635,91702
31057,34638,92005
31058,34636,91974
31059,34637,92611
31060,34637,92437
31061,49184,270196
31062,36987,118022
31063,36740,144266
31064,34705,109730
31065,34696,1312244
31066,35140,90376
31067,34641,89403
31068,34643,89087
31069,34648,88734
31070,34650,88865
31071,34648,89152
31072,34646,89263
31073,34646,89034
31074,34689,89075
31075,53282,144472
31076,34792,92924
31077,34658,92359
31078,34651,92763
31079,34653,92168
31080,34653,92786
31081,34673,92459
31082,34675,92272
31083,34673,92936
31084,34664,92234
31085,34664,93495
31086,34804,110134
31087,34753,111056
31088,34778,111272
31089,34734,110565
31090,34747,111232
31091,34751,110103
31092,34731,141071
31093,34993,108436
31094,43539,104401
31095,34834,102963
31096,34830,101044
31097,34929,103133
31098,34794,105159
31099,35368,688955
31100,39354,153878
31101,39102,245218
31102,37309,139713
31103,36804,110245
31104,37021,100089
31105,36767,99671
31106,36753,109390
31107,36730,98458
31108,36743,98625
31109,36736,98931
31110,36733,185295
31111,36735,198140
31112,36752,147483
31113,36737,98436
31114,36745,616978
31115,46492,426758
31116,37440,241318
31117,36962,171782
31118,37253,180492
31119,36801,97634
31120,36770,97615
31121,36736,97870
31122,36741,111003
31123,36833,143888
31124,36756,117132
31125,36752,121549
31126,36754,130178
31127,36758,101797
31128,36743,97697
31129,36749,110766
31130,34711,122222
31131,34896,97972
31132,34822,136225
31133,43699,92038
31134,34720,92860
31135,34722,93515
31136,34722,93037
31137,34724,92591
31138,34724,92494
31139,34721,92486
31140,34723,92262
31141,34722,92074
31142,34724,93183
31143,34725,92226
31144,34727,92809
31145,34727,92818
31146,34729,93048
31147,34729,92528
31148,34731,97017
31149,34728,92470
31150,34730,92065
31151,34732,93359
31152,34733,92944
31153,34734,92583
31154,34734,92276
31155,34735,110297
31156,36821,98330
31157,50634,279905
31158,34987,3039096
31159,38467,366684
31160,37357,112513
31161,36997,105880
31162,36824,123338
31163,36879,149541
31164,38480,122497
31165,37036,95383
31166,36820,94576
31167,36806,94440
31168,36807,94189
31169,36802,94080
31170,36799,94469
31171,36794,94398
31172,36794,94515
31173,36800,94577
31174,36808,94216
31175,45639,98865
31176,36799,108963
31177,40879,118363
31178,38642,121172
31179,37046,135024
31180,37097,365728
31181,37123,112591
31182,36894,109661
31183,34769,95710
31184,34964,93059
31185,34792,92546
31186,34776,92710
31187,34778,93042
31188,34777,93291
31189,34781,92572
31190,34785,113124
31191,34798,152530
31192,35064,122340
31193,34838,202395
31194,35209,118332
31195,35185,95398
31196,34986,93906
31197,34793,93967
31198,34789,92797
31199,34789,93190
31200,34790,92270
31201,34795,92614
31202,34794,93256
31203,34793,93140
31204,34795,92692
31205,34796,93352
31206,34796,93035
31207,34797,92822
31208,53794,285336
31209,36950,94611
31210,36872,94002
31211,36856,94179
31212,36855,103309
31213,34829,88899
31214,34817,89251
31215,34807,89128
31216,34810,89064
31217,34814,89703
31218,34820,89302
31219,34829,88790
31220,34824,89132
31221,34825,89178
31222,34832,89436
31223,34830,89175
31224,34827,89272
31225,34826,89296
31226,34832,89111
31227,34834,89183
31228,34897,90105
31229,34834,89144
31230,34829,89300
31231,34838,101812
31232,35121,112964
31233,34913,107214
31234,34931,92766
31235,34848,98433
31236,43580,89288
31237,34848,89149
31238,34837,89217
31239,34840,89459
31240,34844,89035
31241,34857,89499
31242,34839,89199
31243,34842,89809
31244,34855,89164
31245,34845,102059
31246,35114,2860105
31247,64683,127462
31248,37374,123473
31249,37197,125608
31250,37021,119167
31251,37082,117907
31252,37081,106427
31253,37057,639807
31254,37388,113158
31255,46247,111132
31256,36955,216555
31257,36974,120771
31258,37066,99668
31259,37007,145317
31260,39539,117245
31261,39386,113728
31262,39354,259081
31263,39298,131855
31264,39230,127005
31265,36906,96611
31266,36915,94669
31267,36922,97152
31268,36922,97975
31269,36913,96070
31270,36910,99161
31271,36945,97669
31272,36930,94836
31273,36926,96580
31274,36916,94981
31275,36916,96283
31276,36926,94351
31277,36932,129141
31278,37087,95425
31279,36947,138208
31280,37062,119825
31281,36969,186991
31282,37651,390834
31283,37305,222371
31284,38792,221610
31285,37109,141146
31286,36944,107075
31287,36948,108882
31288,36936,114514
31289,36934,125203
31290,36941,149506
31291,36936,171725
31292,37017,160898
31293,36936,158222
31294,37003,153808
31295,36943,167403
31296,56131,164428
31297,36999,167671
31298,36942,159259
31299,36951,150897
31300,36950,139418
31301,36959,137071
31302,36952,153905
31303,36954,146127
31304,36952,139324
31305,36971,121462
31306,36969,94487
31307,36971,94968
31308,36968,94603
31309,36962,94715
31310,36956,111388
31311,36975,94580
31312,36976,101348
31313,36964,94701
31314,36971,101841
31315,36977,94598
31316,36973,95000
31317,36970,94710
31318,36966,95086
31319,36972,94993
31320,36981,106636
31321,46992,168151
31322,53998,528267
31323,37245,186351
31324,84326,219491
31325,39447,156860
31326,35151,119307
31327,35092,111157
31328,35011,110977
31329,34989,111083
31330,35194,111637
31331,35054,201052
31332,346427,239198
31333,37601,163273
31334,37191,120583
31335,37080,117401
31336,37046,156750
31337,37069,163033
31338,46393,342629
31339,48383,159545
31340,50140,115131
31341,37112,98513
31342,37113,119631
31343,46012,114429
31344,37981,112943
31345,37190,113499
31346,37190,106254
31347,37178,106759
31348,37153,107668
31349,37118,109547
31350,213989,96779
31351,48776,99118
31352,37057,98665
31353,37084,101172
31354,37065,98309
31355,37269,102307
31356,38365,111738
31357,47097,108501
31358,37333,136985
31359,37423,109625
31360,38340,117681
31361,38930,126153
31362,37128,108368
31363,37078,98752
31364,37039,98201
31365,49065,93781
31366,34984,94029
31367,34995,93015
31368,34987,93406
31369,34980,94109
31370,35040,98454
31371,34994,92561
31372,34982,93208
31373,37843,94904
31374,110399,113372
31375,35217,101300
31376,35213,96859
31377,34986,92748
31378,34987,92968
31379,34986,92724
31380,34987,93489
31381,34988,229593
31382,35199,111377
31383,35051,92178
31384,34991,89853
31385,47982,126422
31386,35049,95238
31387,35016,89604
31388,34999,92044
31389,35015,89875
31390,35000,89637
31391,36543,89691
31392,34998,89528
31393,36507,89732
31394,35024,89619
31395,36558,89601
31396,35002,89817
31397,36513,90305
31398,35018,89648
31399,36493,89680
31400,35013,89305
31401,35015,154393
31402,35135,93781
31403,43783,92910
31404,35010,92926
31405,35013,93962
31406,35014,93992
31407,35018,93355
31408,35019,93829
31409,35023,93563
31410,35023,93453
31411,35026,93511
31412,35028,94031
31413,35040,93471
31414,35031,93325
31415,35034,93110
31416,35036,93462
31417,35037,93832
31418,35040,93134
31419,35041,94109
31420,35040,94086
31421,35038,93256
31422,35038,94191
31423,35038,94098
31424,35039,92869
31425,35040,100535
31426,35057,93336
31427,35044,93050
31428,35076,96760
31429,559775,145559
31430,37354,109985
31431,50353,106794
31432,35089,146785
31433,3237821,323748
31434,39758,102028
31435,64469,102638
31436,49313,102100
31437,70669,113796
31438,60442,248755
31439,37582,286248
31440,46864,510935
31441,37336,209740
31442,426340,319697
31443,37387,181954
31444,37311,194901
31445,37218,132977
31446,37154,119306
31447,37157,118204
31448,37269,355326
31449,38018,419861
31450,38184,121112
31451,37453,109741
31452,37360,120454
31453,35191,102774
31454,35227,100617
31455,35532,93596
31456,35069,93542
31457,35072,93313
31458,35073,94029
31459,35073,93349
31460,35077,93313
31461,35078,93252
31462,35081,93901
31463,45041,219407
31464,43940,90151
31465,35119,89928
31466,35094,89827
31467,35100,89887
31468,35102,89676
31469,35104,90037
31470,35114,89749
31471,35101,91696
31472,35120,90553
31473,35102,90116
31474,35113,90243
31475,35109,90002
31476,35200,90007
31477,35106,90419
31478,35102,89781
31479,35113,89897
31480,35116,89829
31481,35118,89767
31482,35123,89851
31483,35127,89750
31484,35128,90021
31485,35121,89770
31486,35127,90073
31487,35126,89850
31488,35125,89801
31489,35127,89741
31490,35123,95800
31491,35134,120370
31492,35308,112502
31493,35198,112150
31494,35151,103936
31495,41274,95353
31496,35156,93224
31497,35145,94742
31498,35130,94349
31499,35196,96202
31500,35156,92918
31501,35128,95812
31502,35187,101318
